Gene ID,A1P3-7141-A1_a1p3,A1P3-7141-A10_a1p3,A1P3-7141-A11_a1p3,A1P3-7141-A12_a1p3,A1P3-7141-A2_a1p3,A1P3-7141-A3_a1p3,A1P3-7141-A4_a1p3,A1P3-7141-A5_a1p3,A1P3-7141-A6_a1p3,A1P3-7141-A7_a1p3,A1P3-7141-A8_a1p3,A1P3-7141-A9_a1p3,A1P3-7141-B1_a1p3,A1P3-7141-B10_a1p3,A1P3-7141-B11_a1p3,A1P3-7141-B12_a1p3,A1P3-7141-B2_a1p3,A1P3-7141-B3_a1p3,A1P3-7141-B4_a1p3,A1P3-7141-B5_a1p3,A1P3-7141-B6_a1p3,A1P3-7141-B7_a1p3,A1P3-7141-B8_a1p3,A1P3-7141-B9_a1p3,A1P3-7141-C1_a1p3,A1P3-7141-C10_a1p3,A1P3-7141-C11_a1p3,A1P3-7141-C12_a1p3,A1P3-7141-C2_a1p3,A1P3-7141-C3_a1p3,A1P3-7141-C4_a1p3,A1P3-7141-C5_a1p3,A1P3-7141-C6_a1p3,A1P3-7141-C7_a1p3,A1P3-7141-C8_a1p3,A1P3-7141-C9_a1p3,A1P3-7141-D1_a1p3,A1P3-7141-D10_a1p3,A1P3-7141-D11_a1p3,A1P3-7141-D12_a1p3,A1P3-7141-D2_a1p3,A1P3-7141-D3_a1p3,A1P3-7141-D4_a1p3,A1P3-7141-D5_a1p3,A1P3-7141-D6_a1p3,A1P3-7141-D7_a1p3,A1P3-7141-D8_a1p3,A1P3-7141-D9_a1p3,A1P3-7141-E1_a1p3,A1P3-7141-E10_a1p3,A1P3-7141-E11_a1p3,A1P3-7141-E12_a1p3,A1P3-7141-E2_a1p3,A1P3-7141-E3_a1p3,A1P3-7141-E4_a1p3,A1P3-7141-E5_a1p3,A1P3-7141-E6_a1p3,A1P3-7141-E7_a1p3,A1P3-7141-E8_a1p3,A1P3-7141-E9_a1p3,A1P3-7141-F1_a1p3,A1P3-7141-F10_a1p3,A1P3-7141-F2_a1p3,A1P3-7141-F3_a1p3,A1P3-7141-F4_a1p3,A1P3-7141-F5_a1p3,A1P3-7141-F6_a1p3,A1P3-7141-F7_a1p3,A1P3-7141-F8_a1p3,A1P3-7141-F9_a1p3,A1P3MEP-F11_a1p3,A1P3MEP-F12_a1p3,A1P3MEPG1_a1p3,A1P3MEPG2_a1p3,A1P3MEPG3_a1p3,A1P3MEPG4_a1p3,A1P3MEPG5_a1p3,A1P3MEPG6_a1p3,A2P3-7141-A1_a2p3,A2P3-7141-A10_a2p3,A2P3-7141-A11_a2p3,A2P3-7141-A12_a2p3,A2P3-7141-A2_a2p3,A2P3-7141-A3_a2p3,A2P3-7141-A4_a2p3,A2P3-7141-A5_a2p3,A2P3-7141-A6_a2p3,A2P3-7141-A7_a2p3,A2P3-7141-A8_a2p3,A2P3-7141-A9_a2p3,A2P3-7141-B1_a2p3,A2P3-7141-B10_a2p3,A2P3-7141-B11_a2p3,A2P3-7141-B12_a2p3,A2P3-7141-B2_a2p3,A2P3-7141-B3_a2p3,A2P3-7141-B4_a2p3,A2P3-7141-B5_a2p3,A2P3-7141-B6_a2p3,A2P3-7141-B7_a2p3,A2P3-7141-B8_a2p3,A2P3-7141-B9_a2p3,A2P3-7141-C1_a2p3,A2P3-7141-C10_a2p3,A2P3-7141-C11_a2p3,A2P3-7141-C12_a2p3,A2P3-7141-C2_a2p3,A2P3-7141-C3_a2p3,A2P3-7141-C4_a2p3,A2P3-7141-C5_a2p3,A2P3-7141-C6_a2p3,A2P3-7141-C7_a2p3,A2P3-7141-C8_a2p3,A2P3-7141-C9_a2p3,A2P3-7141-D1_a2p3,A2P3-7141-D10_a2p3,A2P3-7141-D11_a2p3,A2P3-7141-D12_a2p3,A2P3-7141-D2_a2p3,A2P3-7141-D3_a2p3,A2P3-7141-D4_a2p3,A2P3-7141-D5_a2p3,A2P3-7141-D6_a2p3,A2P3-7141-D7_a2p3,A2P3-7141-D8_a2p3,A2P3-7141-D9_a2p3,A2P3-7141-E1_a2p3,A2P3-7141-E10_a2p3,A2P3-7141-E11_a2p3,A2P3-7141-E12_a2p3,A2P3-7141-E2_a2p3,A2P3-7141-E3_a2p3,A2P3-7141-E4_a2p3,A2P3-7141-E5_a2p3,A2P3-7141-E6_a2p3,A2P3-7141-E7_a2p3,A2P3-7141-E8_a2p3,A2P3-7141-E9_a2p3,A2P3-7141-F1_a2p3,A2P3-7141-F10_a2p3,A2P3-7141-F2_a2p3,A2P3-7141-F3_a2p3,A2P3-7141-F4_a2p3,A2P3-7141-F5_a2p3,A2P3-7141-F6_a2p3,A2P3-7141-F7_a2p3,A2P3-7141-F8_a2p3,A2P3-7141-F9_a2p3,A2P3MEP-F11_a2p3,A2P3MEP-F12_a2p3,A2P3MEPG1_a2p3,A2P3MEPG2_a2p3,A2P3MEPG3_a2p3,A2P3MEPG4_a2p3,A2P3MEPG5_a2p3,A2P3MEPG6_a2p3,A3P3-7141-A1_a3p3,A3P3-7141-A10_a3p3,A3P3-7141-A11_a3p3,A3P3-7141-A12_a3p3,A3P3-7141-A2_a3p3,A3P3-7141-A3_a3p3,A3P3-7141-A4_a3p3,A3P3-7141-A5_a3p3,A3P3-7141-A6_a3p3,A3P3-7141-A7_a3p3,A3P3-7141-A8_a3p3,A3P3-7141-A9_a3p3,A3P3-7141-B1_a3p3,A3P3-7141-B10_a3p3,A3P3-7141-B11_a3p3,A3P3-7141-B12_a3p3,A3P3-7141-B2_a3p3,A3P3-7141-B3_a3p3,A3P3-7141-B4_a3p3,A3P3-7141-B5_a3p3,A3P3-7141-B6_a3p3,A3P3-7141-B7_a3p3,A3P3-7141-B8_a3p3,A3P3-7141-B9_a3p3,A3P3-7141-C1_a3p3,A3P3-7141-C10_a3p3,A3P3-7141-C11_a3p3,A3P3-7141-C12_a3p3,A3P3-7141-C2_a3p3,A3P3-7141-C3_a3p3,A3P3-7141-C4_a3p3,A3P3-7141-C5_a3p3,A3P3-7141-C6_a3p3,A3P3-7141-C7_a3p3,A3P3-7141-C8_a3p3,A3P3-7141-C9_a3p3,A3P3-7141-D1_a3p3,A3P3-7141-D10_a3p3,A3P3-7141-D11_a3p3,A3P3-7141-D12_a3p3,A3P3-7141-D2_a3p3,A3P3-7141-D3_a3p3,A3P3-7141-D4_a3p3,A3P3-7141-D5_a3p3,A3P3-7141-D6_a3p3,A3P3-7141-D7_a3p3,A3P3-7141-D8_a3p3,A3P3-7141-D9_a3p3,A3P3-7141-E1_a3p3,A3P3-7141-E10_a3p3,A3P3-7141-E11_a3p3,A3P3-7141-E12_a3p3,A3P3-7141-E2_a3p3,A3P3-7141-E3_a3p3,A3P3-7141-E4_a3p3,A3P3-7141-E5_a3p3,A3P3-7141-E6_a3p3,A3P3-7141-E7_a3p3,A3P3-7141-E8_a3p3,A3P3-7141-E9_a3p3,A3P3-7141-F1_a3p3,A3P3-7141-F10_a3p3,A3P3-7141-F2_a3p3,A3P3-7141-F3_a3p3,A3P3-7141-F4_a3p3,A3P3-7141-F5_a3p3,A3P3-7141-F6_a3p3,A3P3-7141-F7_a3p3,A3P3-7141-F8_a3p3,A3P3-7141-F9_a3p3,A3P3MEP-F11_a3p3,A3P3MEP-F12_a3p3,A3P3MEPG1_a3p3,A3P3MEPG2_a3p3,A3P3MEPG3_a3p3,A3P3MEPG4_a3p3,A3P3MEPG5_a3p3,A3P3MEPG6_a3p3
CD44,15.66490359,16.32488617,14.84732407,17.49359547,15.40280171,17.33818873,17.62693905,16.61907948,14.49447924,17.28497199,14.5867908,NA,13.80266263,15.44289841,15.49909987,14.08291787,14.56330451,17.48432356,16.51852788,16.09537394,NA,NA,NA,15.75742479,16.2929008,14.91006903,NA,NA,17.41160677,15.08179745,16.37482001,NA,15.95279119,17.63925672,17.2529108,14.18703955,15.07510451,15.46642529,16.17977001,NA,14.62841625,15.39495475,15.13982527,NA,14.60818742,14.837229,14.44633647,13.94375261,15.13542464,14.32427903,14.05142835,13.60865086,14.07496541,13.11334449,10.84657722,14.07376518,37.73727522,14.73820231,14.36987126,14.58979814,14.13567665,12.05073701,16.73116673,NA,16.99474343,16.71882969,NA,13.46434322,15.77860414,NA,11.88234264,11.34971165,12.91286259,12.39631659,11.37395406,12.29589409,13.16618838,NA,15.43443873,19.91613169,21.24669613,24.16497994,18.45437229,15.1113091,NA,14.60386866,15.57119317,14.46864263,NA,NA,15.84223974,NA,17.24345241,15.48877084,14.32934325,15.27915161,NA,14.31490447,NA,15.74961194,16.98131287,19.17660023,15.79753433,15.40234027,NA,15.12142323,NA,16.92458409,21.25234796,15.56137087,15.15403729,16.87154347,14.77799637,15.71710753,13.62047322,17.48032468,14.24390878,NA,15.10622367,15.79959889,14.37288962,14.50851167,15.71267433,NA,NA,14.06545339,15.44200633,NA,15.86799256,16.52588936,16.82503327,12.66095034,14.14355613,NA,14.96842373,17.07390699,14.52215318,14.3461162,14.93605424,NA,NA,NA,15.7658167,14.23867315,17.68064716,NA,14.64330047,15.20558939,13.53061872,21.82840154,13.67641522,12.45903162,13.40549974,14.08215161,12.26392532,14.11166047,NA,14.5720779,NA,NA,15.67777569,14.22183008,14.61245226,16.4052636,16.96930214,15.75744878,16.00018144,21.38237593,16.00371063,NA,15.71160025,16.88740086,NA,15.85629446,14.6293086,14.51194698,16.44789469,13.23025051,NA,16.37531155,16.37697007,16.83369194,14.89601504,17.15278639,17.01102421,16.97716335,16.47307102,NA,17.83386586,17.04615188,15.51585812,15.18326527,15.04925724,17.20931102,15.91663243,14.92416013,16.21952867,14.26085114,16.53408348,15.51891306,15.12493797,NA,13.79171532,12.02615107,14.72850462,NA,14.86093587,NA,15.62080637,16.19426215,16.58919007,14.98343402,15.86080792,NA,18.63268617,15.91185143,NA,17.73971771,16.20480139,15.94763367,NA,17.00422425,16.97691113,16.59591955,20.44820843,17.13982087,13.47177061,15.78783011,15.83166062,13.84997831,13.17809382,13.01968868,16.48419421,11.96946528
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.59653547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.90522309,18.33759967,17.64775805,NA,15.83829664,16.67371399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.82054609,NA,NA,17.3498934,16.85281571,NA,NA,NA,NA,NA,16.96123326,NA,NA,16.56194265,NA,NA,NA,NA,16.43287823,16.66234529,NA,NA,NA,17.14951807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.10159682,NA,NA,NA,NA,NA,17.37967416,NA,15.62757355,17.15293548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD61/ITGB3,11.79189936,12.46210933,15.13903,15.8367831,12.52457105,12.10320279,11.55340177,15.37734649,13.50805027,15.57363696,12.43711294,8.314757668,14.4356602,11.75331978,11.79559856,10.79817004,NA,10.20195692,10.47361931,13.13048177,12.83115461,NA,7.151687636,13.51743413,13.54697792,13.69159783,12.04501881,9.2000716,15.13685595,10.596069,13.18055051,NA,11.50799438,15.38329384,10.02899761,13.23393732,12.49062354,10.45813958,10.4616096,NA,14.98780053,13.10356851,12.10672072,10.65517903,NA,10.36177393,NA,NA,8.949903818,14.95386567,NA,NA,12.27514648,15.87719919,15.87474743,14.7010517,NA,NA,16.38221603,12.3173287,NA,NA,13.91609045,11.36363555,13.85116333,13.06102732,NA,14.45985758,11.16504412,12.80978119,NA,NA,NA,NA,NA,NA,NA,10.03834044,10.62306099,12.70624648,20.23503715,21.65731507,15.02293979,12.63647602,12.60714762,14.22233129,12.81081621,15.15255933,20.17577892,NA,10.13538979,11.79602794,12.70934322,13.1261972,16.04103818,12.5032595,12.38087048,12.38251256,12.37913795,10.96701714,13.20864808,14.93777116,13.38083539,15.28843877,14.79356685,15.9929674,11.22403285,12.1187716,11.97138525,11.31289515,9.615852327,11.55139519,18.27560639,11.95094675,14.79591253,10.6708083,14.49405404,16.87669699,14.84926831,13.78653807,13.14857762,13.10206214,12.80993716,11.48471004,10.41336192,11.50956189,12.20942396,10.47401193,13.14217659,14.05054348,12.50726722,NA,NA,11.3670708,12.37961517,10.78156814,12.18261283,11.95572624,13.52340074,12.98011205,12.48477304,9.274815792,11.67473265,NA,10.32525517,12.96232898,NA,10.91312905,NA,NA,NA,NA,NA,NA,NA,NA,10.40022867,15.87411079,17.38714082,13.3791438,13.23264074,NA,12.91115666,13.6836975,13.60281754,15.41624618,12.92673425,18.00550919,13.1130945,14.02620368,12.71926159,13.07931537,9.786712423,8.920411489,9.303609034,12.48132481,11.71999304,NA,14.79545691,NA,14.21111501,15.03667823,NA,NA,14.80685215,14.3437202,11.76547478,13.62847693,14.69754028,14.73593088,13.27871809,NA,15.48313875,11.79474064,13.24276562,13.34188179,12.42336759,9.256915562,12.93856373,12.99045893,16.05573194,12.3843617,14.94178281,15.86457503,15.31857783,13.0168752,NA,12.16097478,NA,13.59717533,14.21401773,15.31286778,NA,18.48388713,10.93893665,12.67901433,11.43357326,14.41880022,13.28438329,11.74350859,10.93961605,14.77112757,13.26319464,11.94675153,10.97468595,13.32791072,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD71/TFRC,13.61568352,14.57338149,14.55882213,15.68840487,14.34154393,14.32268609,14.09934615,16.65790477,15.81477848,16.97898798,13.61128195,14.73818588,11.59396204,13.40532726,12.89679947,10.64794429,10.63620916,14.33734612,13.52948978,14.13105501,13.51677203,12.1927411,15.58700952,12.98062916,12.78342589,15.54293858,13.57168081,14.17642521,13.35704967,17.60490368,15.59381894,NA,16.16946976,14.01342326,12.61516533,14.62582694,12.81327368,13.52942993,10.50178299,9.825512736,16.90686952,13.58463372,14.47267148,13.45230243,13.76671072,13.30620271,10.83173388,10.44531241,13.40758066,12.67532752,11.65506205,11.81636776,11.47829259,11.9088852,14.92762406,14.57197118,NA,13.10079847,13.3527852,13.84340208,11.23903737,15.12960748,15.1819275,14.63382805,12.68823521,14.12107565,NA,10.43162024,12.41793753,13.00860935,15.78713461,16.2741967,15.70551451,17.09111978,13.31156642,16.36819889,14.94452814,16.50433727,NA,16.37674985,20.4675792,20.46528506,NA,15.50516742,12.33438567,12.56569302,13.34089049,NA,22.3301481,26.31721511,13.21602175,15.65872153,NA,14.32368167,15.00563281,12.82856264,15.15595958,14.77173694,12.93469299,13.57135662,14.74149458,17.46342855,14.64914762,12.38126696,NA,12.88614203,14.34781023,12.7723429,16.89459451,14.98594536,13.17229258,15.9652475,14.90745133,12.54274557,13.5955944,13.30515098,13.29670947,15.73855344,16.73031028,12.85321917,14.51600055,14.18176805,NA,15.35003608,13.70161436,15.57343163,14.55648832,14.84786967,NA,14.19379245,16.33390554,12.67180177,15.57565451,14.47890131,14.63016767,13.05404274,NA,12.65390074,12.87326979,12.6745778,NA,NA,14.6666613,13.14551202,11.01220842,14.78381707,12.97094327,13.21999002,12.69329668,13.21988489,16.83068678,15.68183937,10.8055751,12.20218805,12.22172526,12.14566816,12.16082204,11.43389993,22.26605688,18.44313319,12.51057011,12.59533073,13.71401484,14.6048547,13.46407422,11.26629251,12.80885485,19.83599721,13.29645328,13.38953239,13.3025477,13.1732865,13.79428254,13.2794429,13.4149077,12.58459597,12.33730536,9.765515941,12.96463075,13.55808495,12.189532,13.94875806,12.65307462,13.29901906,14.54764764,14.11532238,12.87692635,13.74009811,13.62016825,11.98509111,17.58943032,11.46969301,12.59125703,15.2525474,13.4856755,14.96256714,14.18088433,12.78132908,11.51783367,13.36708396,12.58531114,13.20856605,11.59747161,NA,10.75157264,12.58482245,11.22131515,15.2107057,10.75693625,12.95308936,11.43738083,15.22980647,15.68572221,13.9727486,12.09050883,12.92423389,16.43465816,12.51276066,12.3385266,13.4228132,12.9888179,13.02284487,11.56455825,12.02860747,15.7064283,11.91974837,14.11375931,11.70853192,10.18248536,11.88682976,16.15949487,8.754685658,11.10297959,16.30126463
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD9,17.04053284,NA,16.24895407,17.84334391,NA,16.47564599,14.67921162,18.39762674,NA,16.86387614,19.48278078,16.42263503,NA,17.4685453,13.87249622,15.36876234,NA,14.35009563,12.74670617,NA,NA,NA,11.03162241,NA,NA,NA,18.23926013,12.39672246,16.54137633,NA,NA,NA,17.57570206,NA,13.78242211,NA,NA,14.70359185,17.76920892,NA,NA,NA,15.98132528,13.88717731,NA,13.78703656,NA,NA,12.70376011,14.44201688,NA,16.18262687,NA,NA,NA,NA,32.8521282,NA,16.45494917,NA,NA,NA,NA,NA,16.85657789,17.19992733,NA,16.93835442,12.46884615,17.23613682,NA,16.88728395,NA,NA,16.93616419,14.59188885,16.63183662,14.81636501,16.20316361,18.07411819,NA,NA,NA,NA,NA,NA,16.83934062,NA,24.10878608,NA,NA,NA,NA,NA,16.5161008,NA,17.24449487,NA,NA,15.08662166,NA,NA,NA,16.6328687,NA,NA,NA,15.73427939,16.84176139,15.31695411,14.01993421,15.99803937,NA,16.37045175,NA,NA,NA,NA,17.31946345,NA,16.95837513,24.45071315,NA,13.33054089,17.94400811,14.07496349,NA,17.22115965,NA,NA,15.62876085,NA,NA,NA,16.71476042,13.92271555,NA,NA,NA,NA,NA,12.59892917,NA,NA,12.78676817,NA,15.06456764,15.23090579,NA,NA,NA,20.46644469,NA,NA,NA,NA,NA,NA,22.30180055,18.66769077,16.54547876,NA,15.46474976,NA,17.38356784,NA,NA,22.75348053,16.53173818,NA,NA,15.36656235,NA,12.77428817,12.27748385,16.71374371,15.19171729,NA,NA,NA,17.87144776,NA,17.86698082,NA,NA,NA,16.65176434,17.90604316,NA,NA,14.57189867,NA,14.17117513,15.03052708,NA,NA,NA,17.61262294,NA,NA,16.99717159,NA,NA,14.73193878,NA,NA,16.70046884,15.65346871,NA,NA,15.68665349,NA,NA,NA,NA,15.67886676,15.78114551,NA,17.04540267,NA,15.77993942,NA,NA,14.5895253,13.92700017,18.2025958,16.68471108,NA,NA,NA,NA,NA,NA,16.48327132
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD90/THY1,23.20358019,NA,23.01002182,NA,NA,23.00564695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.29770985,NA,NA,23.04545148,NA,18.48974127,NA,NA,NA,NA,25.54123794,NA,23.80672814,NA,NA,NA,NA,24.65314326,NA,NA,23.53783282,26.05334468,16.83447099,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7136784,NA,NA,NA,NA,NA,16.41169679,NA,NA,NA,21.08236261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.41611887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.96772706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.73033308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDK4,14.40271842,17.11301811,16.59117257,NA,16.488982,19.03433198,16.74272982,16.89607853,NA,NA,17.07893188,NA,14.66307904,15.52695394,15.67308986,13.59595217,14.32532967,17.6117504,18.06013651,16.98246454,14.85717302,15.4092853,NA,14.14747707,16.01972612,17.28681699,14.97657047,16.02356522,16.04785446,14.89904197,16.25696772,NA,NA,18.82760444,17.28447212,15.9265671,15.70108684,15.66280642,15.46336131,17.6425227,NA,17.14779581,16.49457599,16.35330079,15.46935667,15.21347152,14.46646143,15.3902012,14.89382608,15.09505836,15.1572726,14.92533526,14.47251918,NA,NA,16.90729252,NA,NA,17.52430009,15.9554953,15.91466554,NA,16.14025635,13.45626864,16.85975816,13.84976082,NA,14.08590136,16.84046017,NA,NA,NA,NA,NA,NA,NA,NA,16.95927782,15.94753102,16.8345927,23.03679848,NA,NA,NA,15.72289468,NA,15.94134268,15.16894886,NA,NA,14.13882104,17.69478581,23.21926365,17.18829034,15.99846088,15.0880366,24.8622006,NA,15.41006811,15.14541003,16.79960581,18.88012516,NA,16.08441841,NA,18.7937354,16.26875354,16.74700027,15.51104258,16.02338439,NA,NA,15.61439389,NA,NA,17.31678949,15.05440529,NA,NA,NA,NA,NA,NA,14.32636444,NA,16.34955311,16.28523347,14.59122205,NA,NA,16.2696325,15.88178406,NA,14.03458829,NA,16.63430858,15.77718834,NA,15.00488973,NA,NA,NA,NA,18.29597304,NA,NA,16.81964248,14.67300969,15.59195831,16.48788808,21.41772784,NA,15.12838384,16.02326468,15.0441251,15.32382907,17.93346465,16.76521801,NA,NA,15.30802927,NA,NA,NA,NA,14.89605438,16.04957488,21.27910223,26.7907448,NA,15.49650702,NA,NA,14.71840744,14.90313119,15.91319636,25.70777122,16.08893371,NA,NA,16.47042009,NA,17.88075554,18.58846002,16.77292269,19.64780407,NA,NA,NA,16.35925414,17.95891496,17.26309652,NA,17.22312196,17.33109886,NA,NA,16.47408046,25.6983465,16.52609396,15.87274498,15.62766921,NA,NA,16.50041296,16.84242162,14.53708986,18.14903836,NA,16.6972411,16.6969366,NA,17.32568529,NA,NA,NA,NA,16.84549502,NA,16.65304515,17.9631422,17.33427477,17.2545586,NA,16.6232531,NA,NA,15.93223985,15.96084589,16.06062603,NA,15.14347683,17.86180166,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
