Gene ID,A1P3-7141-A1_a1p3,A1P3-7141-A10_a1p3,A1P3-7141-A11_a1p3,A1P3-7141-A12_a1p3,A1P3-7141-A2_a1p3,A1P3-7141-A3_a1p3,A1P3-7141-A4_a1p3,A1P3-7141-A5_a1p3,A1P3-7141-A6_a1p3,A1P3-7141-A7_a1p3,A1P3-7141-A8_a1p3,A1P3-7141-A9_a1p3,A1P3-7141-B1_a1p3,A1P3-7141-B10_a1p3,A1P3-7141-B11_a1p3,A1P3-7141-B12_a1p3,A1P3-7141-B2_a1p3,A1P3-7141-B3_a1p3,A1P3-7141-B4_a1p3,A1P3-7141-B5_a1p3,A1P3-7141-B6_a1p3,A1P3-7141-B7_a1p3,A1P3-7141-B8_a1p3,A1P3-7141-B9_a1p3,A1P3-7141-C1_a1p3,A1P3-7141-C10_a1p3,A1P3-7141-C11_a1p3,A1P3-7141-C12_a1p3,A1P3-7141-C2_a1p3,A1P3-7141-C3_a1p3,A1P3-7141-C4_a1p3,A1P3-7141-C5_a1p3,A1P3-7141-C6_a1p3,A1P3-7141-C7_a1p3,A1P3-7141-C8_a1p3,A1P3-7141-C9_a1p3,A1P3-7141-D1_a1p3,A1P3-7141-D10_a1p3,A1P3-7141-D11_a1p3,A1P3-7141-D12_a1p3,A1P3-7141-D2_a1p3,A1P3-7141-D3_a1p3,A1P3-7141-D4_a1p3,A1P3-7141-D5_a1p3,A1P3-7141-D6_a1p3,A1P3-7141-D7_a1p3,A1P3-7141-D8_a1p3,A1P3-7141-D9_a1p3,A1P3-7141-E1_a1p3,A1P3-7141-E10_a1p3,A1P3-7141-E11_a1p3,A1P3-7141-E12_a1p3,A1P3-7141-E2_a1p3,A1P3-7141-E3_a1p3,A1P3-7141-E4_a1p3,A1P3-7141-E5_a1p3,A1P3-7141-E6_a1p3,A1P3-7141-E7_a1p3,A1P3-7141-E8_a1p3,A1P3-7141-E9_a1p3,A1P3-7141-F1_a1p3,A1P3-7141-F10_a1p3,A1P3-7141-F2_a1p3,A1P3-7141-F3_a1p3,A1P3-7141-F4_a1p3,A1P3-7141-F5_a1p3,A1P3-7141-F6_a1p3,A1P3-7141-F7_a1p3,A1P3-7141-F8_a1p3,A1P3-7141-F9_a1p3,A1P3MEP-F11_a1p3,A1P3MEP-F12_a1p3,A1P3MEPG1_a1p3,A1P3MEPG2_a1p3,A1P3MEPG3_a1p3,A1P3MEPG4_a1p3,A1P3MEPG5_a1p3,A1P3MEPG6_a1p3,A2P3-7141-A1_a2p3,A2P3-7141-A10_a2p3,A2P3-7141-A11_a2p3,A2P3-7141-A12_a2p3,A2P3-7141-A2_a2p3,A2P3-7141-A3_a2p3,A2P3-7141-A4_a2p3,A2P3-7141-A5_a2p3,A2P3-7141-A6_a2p3,A2P3-7141-A7_a2p3,A2P3-7141-A8_a2p3,A2P3-7141-A9_a2p3,A2P3-7141-B1_a2p3,A2P3-7141-B10_a2p3,A2P3-7141-B11_a2p3,A2P3-7141-B12_a2p3,A2P3-7141-B2_a2p3,A2P3-7141-B3_a2p3,A2P3-7141-B4_a2p3,A2P3-7141-B5_a2p3,A2P3-7141-B6_a2p3,A2P3-7141-B7_a2p3,A2P3-7141-B8_a2p3,A2P3-7141-B9_a2p3,A2P3-7141-C1_a2p3,A2P3-7141-C10_a2p3,A2P3-7141-C11_a2p3,A2P3-7141-C12_a2p3,A2P3-7141-C2_a2p3,A2P3-7141-C3_a2p3,A2P3-7141-C4_a2p3,A2P3-7141-C5_a2p3,A2P3-7141-C6_a2p3,A2P3-7141-C7_a2p3,A2P3-7141-C8_a2p3,A2P3-7141-C9_a2p3,A2P3-7141-D1_a2p3,A2P3-7141-D10_a2p3,A2P3-7141-D11_a2p3,A2P3-7141-D12_a2p3,A2P3-7141-D2_a2p3,A2P3-7141-D3_a2p3,A2P3-7141-D4_a2p3,A2P3-7141-D5_a2p3,A2P3-7141-D6_a2p3,A2P3-7141-D7_a2p3,A2P3-7141-D8_a2p3,A2P3-7141-D9_a2p3,A2P3-7141-E1_a2p3,A2P3-7141-E10_a2p3,A2P3-7141-E11_a2p3,A2P3-7141-E12_a2p3,A2P3-7141-E2_a2p3,A2P3-7141-E3_a2p3,A2P3-7141-E4_a2p3,A2P3-7141-E5_a2p3,A2P3-7141-E6_a2p3,A2P3-7141-E7_a2p3,A2P3-7141-E8_a2p3,A2P3-7141-E9_a2p3,A2P3-7141-F1_a2p3,A2P3-7141-F10_a2p3,A2P3-7141-F2_a2p3,A2P3-7141-F3_a2p3,A2P3-7141-F4_a2p3,A2P3-7141-F5_a2p3,A2P3-7141-F6_a2p3,A2P3-7141-F7_a2p3,A2P3-7141-F8_a2p3,A2P3-7141-F9_a2p3,A2P3MEP-F11_a2p3,A2P3MEP-F12_a2p3,A2P3MEPG1_a2p3,A2P3MEPG2_a2p3,A2P3MEPG3_a2p3,A2P3MEPG4_a2p3,A2P3MEPG5_a2p3,A2P3MEPG6_a2p3,A3P3-7141-A1_a3p3,A3P3-7141-A10_a3p3,A3P3-7141-A11_a3p3,A3P3-7141-A12_a3p3,A3P3-7141-A2_a3p3,A3P3-7141-A3_a3p3,A3P3-7141-A4_a3p3,A3P3-7141-A5_a3p3,A3P3-7141-A6_a3p3,A3P3-7141-A7_a3p3,A3P3-7141-A8_a3p3,A3P3-7141-A9_a3p3,A3P3-7141-B1_a3p3,A3P3-7141-B10_a3p3,A3P3-7141-B11_a3p3,A3P3-7141-B12_a3p3,A3P3-7141-B2_a3p3,A3P3-7141-B3_a3p3,A3P3-7141-B4_a3p3,A3P3-7141-B5_a3p3,A3P3-7141-B6_a3p3,A3P3-7141-B7_a3p3,A3P3-7141-B8_a3p3,A3P3-7141-B9_a3p3,A3P3-7141-C1_a3p3,A3P3-7141-C10_a3p3,A3P3-7141-C11_a3p3,A3P3-7141-C12_a3p3,A3P3-7141-C2_a3p3,A3P3-7141-C3_a3p3,A3P3-7141-C4_a3p3,A3P3-7141-C5_a3p3,A3P3-7141-C6_a3p3,A3P3-7141-C7_a3p3,A3P3-7141-C8_a3p3,A3P3-7141-C9_a3p3,A3P3-7141-D1_a3p3,A3P3-7141-D10_a3p3,A3P3-7141-D11_a3p3,A3P3-7141-D12_a3p3,A3P3-7141-D2_a3p3,A3P3-7141-D3_a3p3,A3P3-7141-D4_a3p3,A3P3-7141-D5_a3p3,A3P3-7141-D6_a3p3,A3P3-7141-D7_a3p3,A3P3-7141-D8_a3p3,A3P3-7141-D9_a3p3,A3P3-7141-E1_a3p3,A3P3-7141-E10_a3p3,A3P3-7141-E11_a3p3,A3P3-7141-E12_a3p3,A3P3-7141-E2_a3p3,A3P3-7141-E3_a3p3,A3P3-7141-E4_a3p3,A3P3-7141-E5_a3p3,A3P3-7141-E6_a3p3,A3P3-7141-E7_a3p3,A3P3-7141-E8_a3p3,A3P3-7141-E9_a3p3,A3P3-7141-F1_a3p3,A3P3-7141-F10_a3p3,A3P3-7141-F2_a3p3,A3P3-7141-F3_a3p3,A3P3-7141-F4_a3p3,A3P3-7141-F5_a3p3,A3P3-7141-F6_a3p3,A3P3-7141-F7_a3p3,A3P3-7141-F8_a3p3,A3P3-7141-F9_a3p3,A3P3MEP-F11_a3p3,A3P3MEP-F12_a3p3,A3P3MEPG1_a3p3,A3P3MEPG2_a3p3,A3P3MEPG3_a3p3,A3P3MEPG4_a3p3,A3P3MEPG5_a3p3,A3P3MEPG6_a3p3
DDB1,15.15780348,15.53866271,17.32450873,18.58993628,15.25839891,18.92721156,16.25428627,16.38286103,16.79455737,17.0150273,15.39689366,17.4659555,14.78786666,15.6293133,15.41614885,14.51845065,15.20569521,15.40124332,15.1142539,18.09302517,15.75039921,14.75835453,17.70764556,17.50785133,14.36779226,16.15257411,16.23180689,15.72267827,15.70946392,15.60842601,15.45994015,NA,14.82072138,16.85661607,14.65514953,15.92860676,14.12327991,15.17152522,13.51231147,14.87093806,16.13888525,NA,16.75448247,14.62271651,15.76467061,13.97932229,15.96651896,13.71612295,14.23819194,14.11668887,15.07855327,13.96415485,13.31467231,13.88845114,NA,16.29855691,NA,16.25970655,15.2076845,17.63373821,15.57285279,16.61686613,15.79852348,15.9728159,16.02354798,14.84180386,NA,13.04300849,14.48000103,15.65824921,17.08897969,17.41072332,NA,16.58194101,17.60852258,17.65914048,25.19566458,15.89887199,14.40552718,18.88303407,21.79917641,26.73048248,21.43117651,16.24069118,14.97483497,15.89742489,18.12854724,NA,23.96859114,28.07548886,14.89469833,17.5781318,15.79678203,15.88070239,14.19168329,14.62572431,NA,15.26864449,15.20057142,14.68744316,18.0736738,20.00701219,NA,14.53128897,NA,17.26363251,16.21971773,17.17275704,16.45901447,NA,13.30135789,18.06604192,16.99411406,15.47669789,16.27550087,15.61293727,15.94902734,17.65856928,17.591507,16.66306497,14.76401251,NA,17.34097916,15.08235371,16.13275137,15.33469349,15.48376997,15.39842825,NA,19.11202216,17.97514353,16.19423332,16.99986538,15.00664899,17.27697398,14.3548882,15.17538116,15.9017148,16.3161181,15.80127162,NA,15.58544707,14.37641206,14.41367512,15.90863843,19.19979248,14.39445672,14.80151154,16.2910182,16.94275528,15.726382,14.96046248,14.32774108,14.27789325,17.13301232,NA,16.46548137,15.22205825,NA,NA,15.96063777,16.18494488,15.58058831,17.86066419,16.90841316,14.20372543,15.54251487,22.60679922,15.42157896,15.61963746,16.78264925,16.96152139,16.06973637,13.34451432,14.15500337,15.8493791,17.92455766,13.92122797,15.82126886,18.720195,16.91015481,17.07030939,16.10842604,18.98038903,15.99996587,NA,17.73417961,18.93256799,17.63026864,15.25124882,18.00819609,15.90499372,14.43599513,16.67723382,16.07444143,16.71412444,16.36028922,16.08568141,16.10145325,16.25184325,16.45767687,15.44187806,15.89191479,15.79228157,16.56162029,17.75187845,15.78226805,17.59059409,16.41989623,16.53498249,15.0208538,15.99492636,15.80417989,18.56630485,NA,16.06756845,16.8941739,16.48334293,17.10057951,16.68777632,16.6314441,16.00569044,17.42470044,16.54376619,14.88793014,15.90470741,17.88659155,15.52091677,14.9781909,17.56422625,15.97362097,15.29511243,16.36344429,17.55931446
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHRS3,NA,NA,13.72304588,NA,NA,NA,NA,NA,16.61374982,NA,14.55688587,16.98575942,18.5097034,13.54078732,NA,NA,15.08872178,14.6989176,NA,NA,15.96926701,16.0232597,NA,13.44222664,16.11679003,14.0419512,NA,NA,13.73613843,NA,14.63505349,NA,NA,13.02673156,NA,NA,NA,NA,16.33587771,13.23327179,NA,14.63542739,14.65504993,NA,NA,NA,14.82176596,17.64797339,15.13625533,NA,12.66142029,14.74773821,NA,14.74872798,NA,13.42108462,NA,14.91909434,15.70887074,14.51350648,14.66226389,NA,16.40649106,14.13153725,NA,NA,NA,15.37899829,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.20594862,11.99118366,NA,23.56430905,NA,18.64543039,15.34425467,16.57640933,14.12859737,NA,15.51358348,NA,26.48091937,15.80179492,14.96629883,13.54142572,13.01591646,13.39819902,NA,14.86887355,NA,NA,NA,12.94065898,16.87215781,12.395319,12.9176772,NA,14.26566939,NA,NA,NA,13.6209639,NA,12.92972838,12.22580154,NA,13.40722124,NA,15.2624776,15.81991044,13.66926054,14.91619298,14.22246058,NA,14.21759817,NA,NA,NA,NA,NA,NA,14.55164377,NA,NA,NA,NA,NA,13.77585143,11.15205484,15.56629347,16.07263449,NA,NA,NA,NA,14.69846274,NA,NA,14.94388884,13.59032917,15.8079194,14.91590103,16.67458833,NA,14.41716753,NA,NA,15.24466998,NA,14.94714463,NA,NA,NA,NA,NA,NA,NA,11.53094258,15.82394238,NA,NA,14.05498929,NA,NA,NA,NA,NA,13.60189805,NA,13.7160602,NA,NA,15.94241318,17.41133328,15.98055257,14.33912411,NA,14.80824965,14.52158906,16.31635655,15.8375522,NA,13.09290785,14.5064928,13.80719267,NA,15.4842971,NA,NA,NA,12.63265066,12.21235245,NA,13.34059096,15.40909329,NA,14.12796736,NA,14.87899265,NA,13.10842422,NA,NA,13.91372112,15.3368714,15.77336168,15.96340961,15.70033379,NA,16.21539548,NA,15.95911638,14.5862323,13.20689919,NA,13.62292975,15.84079454,NA,NA,NA,NA,NA,NA,14.10234616,14.56429878,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECT2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.34552968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.40889905,18.71033339,NA,NA,NA,NA,NA,NA,18.65277589,NA,NA,NA,NA,NA,NA,20.88602248,17.59251002,NA,NA,NA,NA,NA,NA,18.38149108,NA,NA,NA,NA,NA,NA,NA,18.79765637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.49319529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.18933564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.51592379,NA,NA,NA,19.28271357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.98188722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.02055597,NA,NA,NA,NA,NA,NA,NA,18.15920763
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIF4EBP1,12.92897423,14.12187316,15.88756271,NA,13.75987154,16.54989434,14.87389904,13.98998426,15.6946197,NA,16.06260268,15.66909099,14.16090199,14.29173364,14.82120448,12.08704511,14.06689689,15.68620713,14.48644701,15.03893902,19.836862,13.52174129,22.21938961,13.54954555,13.68871018,NA,16.58426501,14.19940202,15.10418308,14.46730923,14.3533624,NA,14.5205592,16.21582751,14.78839855,16.35661233,12.19430069,13.49454623,13.01753206,13.24630628,15.15289262,15.29825514,13.92305938,14.86802822,13.92456808,13.55184347,14.99337419,12.34079285,13.8905563,12.44931132,14.4025375,14.26688954,12.22118296,13.435112,15.97718679,16.17240516,12.50698658,NA,16.59331223,15.56685352,13.74021684,20.85601911,NA,13.00101488,15.31446145,13.56795882,NA,13.6782131,14.06021105,16.27242533,NA,NA,NA,16.90866589,16.27083108,NA,15.23512926,15.87510575,NA,15.02137349,19.86655818,24.41428867,NA,NA,14.67036565,17.12795657,14.31539056,14.80859908,23.2960417,NA,13.58793893,NA,16.12355924,14.59459583,15.97410657,13.74400741,NA,16.18358634,14.81557911,14.03530385,14.9350641,19.60320842,15.66930385,15.77559817,NA,14.61245665,14.84286786,13.58763369,17.01364719,NA,14.84866504,15.07511692,16.24357702,15.58456396,13.33625587,14.64218676,15.51240214,17.26063634,NA,18.94725844,15.80120755,NA,NA,15.81800297,13.30308847,17.74812486,16.16423087,12.63264615,16.0491575,16.14275002,16.14772459,15.81356293,14.69059855,13.50014699,NA,15.26626509,15.75885772,NA,NA,15.14929867,15.24291563,NA,15.5400444,14.8343762,14.36829063,16.90765217,12.7068505,15.53295644,14.29132543,15.85742274,13.92160428,14.51740083,12.98744614,15.01303436,13.28604834,16.22580081,13.71085803,14.19480175,NA,NA,13.75692239,16.17146912,NA,16.31829615,NA,13.25769847,NA,19.31691551,NA,14.72935475,15.73326804,15.15575706,16.40296624,12.33408912,15.06972968,NA,13.94128868,13.36461917,16.34237329,17.01833872,16.03897095,15.4964886,15.15594397,NA,15.53187239,NA,NA,15.23309354,20.92867918,15.49669853,15.96548923,14.72784655,13.75029799,14.60895435,15.47695403,15.61174164,14.04093795,14.4974685,14.30816734,14.71870623,15.9164102,14.44151106,NA,15.68542283,13.66383634,15.05832622,13.37746538,13.40629679,13.71670493,15.10137955,NA,16.14412448,22.73378321,15.70681667,15.93884178,13.9760566,16.25269459,16.16104568,15.10666004,13.35078683,14.43506019,16.65209593,14.29329183,NA,15.11494627,14.41904217,15.78942208,13.88694609,13.54525961,13.46445945,NA,15.40238235,14.27306506,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPOR,17.24226731,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.59555986,NA,NA,NA,NA,NA,16.09118712,NA,NA,NA,NA,NA,NA,16.66752532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.74541243,NA,NA,NA,16.93897851,NA,NA,NA,NA,NA,NA,16.27546594,NA,NA,NA,NA,NA,NA,NA,NA,16.11636905,NA,16.57698452,NA,NA,16.2502378,NA,NA,NA,21.85268612,16.89400601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.54584098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.77035716,16.40868229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.86281254,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETS1,15.40572635,NA,15.13044681,NA,NA,NA,15.10991643,16.50324185,15.18419613,13.45238217,15.35307139,NA,NA,NA,NA,NA,15.01307838,NA,14.76577177,NA,NA,NA,NA,14.4150294,NA,NA,NA,14.65565484,15.9984451,NA,13.92331821,NA,15.94209593,16.37282333,NA,14.23508192,NA,NA,13.42109605,NA,14.14614977,14.14905035,NA,NA,15.0109103,14.29149117,15.43172984,NA,NA,NA,NA,NA,NA,14.65782587,12.75245798,14.19203604,13.05085541,15.63060068,NA,NA,NA,14.2870566,NA,14.85091655,NA,14.55505041,NA,NA,NA,NA,14.18980189,14.30348535,14.38708459,15.69358572,14.86396459,NA,NA,13.05696136,NA,NA,NA,NA,NA,17.69697176,14.59620062,NA,15.96385629,NA,22.90925374,NA,NA,17.00670901,NA,15.5453094,NA,12.66061216,NA,15.73444187,16.27600915,14.91632219,NA,NA,15.8453514,NA,NA,16.56536359,16.18468441,NA,15.17407393,NA,13.6956995,NA,NA,NA,14.09298016,16.16056694,14.92107156,NA,15.37408859,12.91517487,14.51100782,NA,13.32795265,NA,15.6698692,NA,NA,NA,NA,NA,NA,17.76045094,NA,NA,19.77354662,NA,NA,13.10292704,14.5004698,NA,NA,NA,NA,NA,NA,16.94790457,NA,14.08084823,14.93615064,NA,15.68389522,15.2222133,20.55308534,NA,14.3982994,NA,11.88858977,14.44906973,NA,NA,14.03621757,NA,14.58973646,17.88262311,NA,14.76588369,13.96417385,NA,14.1914684,14.82779284,15.8628033,13.33914031,14.58146142,13.09195316,NA,12.93564339,13.55875023,14.03884702,15.27018161,NA,15.84240022,NA,16.62059652,16.61798211,NA,NA,14.5306616,NA,15.37686863,15.58690993,15.52653511,15.88014176,NA,NA,15.26715343,NA,NA,14.37255161,15.37415183,NA,15.20805385,15.41986408,12.97381697,14.88299751,NA,NA,NA,NA,13.09277743,NA,14.92367593,15.03223307,14.50092635,14.4363335,NA,13.30698871,NA,NA,15.81971907,14.26792827,NA,16.11253269,14.93507044,NA,NA,17.10126754,NA,NA,NA,14.05089624,NA,12.44965795,14.012423,12.17915516
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAS,NA,NA,NA,NA,17.8514964,15.71778737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7553611,NA,NA,NA,21.44279824,NA,NA,NA,NA,NA,NA,NA,18.56966802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67330025,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.43617765,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.84556531,18.35428862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.29974385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.45798914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.35622164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.79772689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.99857831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.24268088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.46115525,NA,NA,17.364219,NA,17.91531013,NA,17.60274468,NA,NA,NA,NA,NA,NA,NA,NA,17.11360266,18.94041913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6152762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.42227403,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FHL1,NA,16.11273145,14.26648781,NA,13.53399151,NA,NA,15.62761013,NA,14.42177645,12.68111272,14.69099548,NA,NA,NA,NA,NA,13.63066603,NA,16.02676361,NA,NA,NA,17.74694556,15.40816741,NA,NA,NA,16.04506123,15.48308254,NA,NA,NA,NA,NA,NA,NA,16.9192334,17.56018601,NA,NA,11.35265157,NA,14.48756554,NA,17.54995056,15.92266287,NA,NA,12.5378988,17.1163836,16.81159528,13.9425263,15.9859443,NA,15.93576216,13.89769169,14.09164625,16.88328621,14.65369193,15.29439094,12.61943323,NA,14.72205311,NA,12.77113581,NA,16.59401416,15.57093665,NA,NA,NA,13.5244055,NA,12.30718174,NA,16.85186559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.78192716,NA,NA,NA,NA,18.17817992,15.37209237,23.89454335,NA,20.18325614,15.75616578,NA,NA,NA,16.33603421,NA,NA,NA,NA,NA,NA,NA,16.67471075,NA,16.62682184,NA,16.27482158,14.65593705,14.71456885,NA,15.96968237,14.88060188,14.34252673,17.50266974,12.71695749,14.3403589,NA,16.31481202,14.78370939,15.91434061,16.40583079,NA,NA,15.54937495,NA,NA,14.86833949,12.87496678,NA,NA,NA,NA,NA,NA,15.11145627,15.37957757,11.6454756,14.66675009,13.32217822,16.20678225,NA,15.19097638,NA,NA,18.21291821,NA,16.18752348,NA,NA,NA,16.86546834,13.7798153,20.72729393,12.71310626,12.60952616,NA,16.98372602,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
